"RESPNUM"	"CCGID"	"TERM"	"STRATA"	"ATYPE"	"AIRLINE"	"DEST"	"GATENUM"	"INTDATE"	"Q1"	"Q2_1"	"Q2_2"	"Q2_3"	"Q2_4"	"Q2_5"	"Q2_6"	"Q3_1"	"Q3_2"	"Q3_3"	"Q3_4"	"Q3_5"	"Q3_6"	"Q3A"	"Q4A"	"Q4B"	"Q4C"	"Q5"	"Q5AVG"	"SAQ"	"Q6A"	"Q6B"	"Q6C"	"Q6D"	"Q6E"	"Q6F"	"Q6G"	"Q6H"	"Q6I"	"Q6J"	"Q6K"	"Q6L"	"Q6M"	"Q6N"	"Q7COM1"	"Q7COM2"	"Q7COM3"	"Q7A1"	"Q7A2"	"Q7A3"	"Q8A"	"Q8B"	"Q8C"	"Q8D"	"Q8E"	"Q8F"	"Q8COM1"	"Q8COM2"	"Q8COM3"	"Q9"	"Q9APOS1"	"Q9APOS2"	"Q9APOS3"	"Q9ANEG1"	"Q9ANEG2"	"Q9ANEG3"	"Q9ANTR1"	"Q9ANTR2"	"Q9ANTR3"	"Q10"	"Q11"	"Q11A1"	"Q11A2"	"Q11A3"	"Q12"	"Q13A"	"Q13B"	"Q13_COM"	"Q13COM1"	"Q13COM2"	"Q13COM3"	"Q14"	"Q14A"	"Q14A1"	"Q14A2"	"Q14A3"	"Q15"	"SFFLAG"	"COUNTRY"	"Q17"	"AGE"	"Q18"	"Q19"	"INC"	"MAIL"	"LANG"	"DESTMARK"	"DESTINATION"	"DESTGEO"	"WEIGHT"	"Location.1"	"Q7_text_All"
"1,758"	"1,430"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	1	1	1	2	5	3	3	3	3	3	6	6	6	6	6	6	6	4	51	NA	NA	NA	NA	NA	4	6	6	6	4	4	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	10	6	59.5	2	2	"75,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	" Signage inside airport confusing/small/hard to find gate or airline"
"1,759"	"1,431"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	NA	1	1	2	6	3	2	5	5	5	5	5	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	5	6	5	5	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	NA	NA	NA	1	NA	1	NA	NA	3	4	36	6	59.5	1	2	"75,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,760"	"1,432"	2	3	2	3	3	93	8	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	2	1	1	2	6	6	6	3	3	3	6	6	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	3	6	6	6	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	6	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	36	7	75	1	4	"175,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,761"	"1,433"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	NA	1	1	1	1	2	2	3	3	4	6	4	6	4	6	6	6	6	6	4	71	NA	NA	NA	NA	NA	4	6	6	6	4	4	NA	NA	NA	2	NA	NA	NA	17	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	2	3	29.5	2	2	"75,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	" Need more artwork/exhibitions/change artwork more frequently"
"1,762"	"1,434"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	1	3	4.5	2	6	4	3	4	4	4	4	4	6	6	5	6	6	4	NA	NA	NA	NA	NA	NA	4	6	4	6	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	2	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	36	5	49.5	2	4	"175,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,763"	"1,435"	2	3	2	3	3	93	8	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	1	1	1	2	4	3	3	4	4	4	4	4	4	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	36	6	59.5	2	2	"75,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,764"	"1,436"	2	3	2	3	3	93	8	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	NA	1	2	2	2	4	4	4	4	4	4	6	6	6	6	6	6	6	NA	NA	NA	NA	NA	NA	NA	4	6	6	6	4	4	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	36	5	49.5	1	1	"25,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,765"	"1,437"	2	3	2	3	3	93	8	1	1	2	8	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	1	2	2	2	3	3	3	4	4	3	3	3	4	4	4	6	6	4	51	NA	NA	NA	NA	NA	4	6	6	6	3	3	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	36	6	59.5	1	3	"125,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	" Signage inside airport confusing/small/hard to find gate or airline"
"1,766"	"1,438"	2	3	2	3	3	93	8	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	1	1	2	4	3	4	3	NA	3	6	6	6	6	6	6	NA	3	55	NA	NA	NA	NA	NA	4	6	6	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	3	62	3	29.5	2	NA	""	1	1	2	"AUCKLAND"	9	0.636476	NA	" Information screens-Too small/not enough/lack information/displays change too rapidly"
"1,767"	"1,439"	2	3	2	3	3	93	8	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	1	1	1	2	4	4	4	4	4	3	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	8	NA	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	4	39.5	2	2	"75,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,768"	"1,440"	2	3	2	3	3	93	8	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	1	1	1	2	6	4	3	3	4	3	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	5	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	10	2	21	1	1	"25,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,769"	"1,441"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	2	1	1	2	3	6	3	4	4	3	2	2	4	6	5	6	3	4	51	NA	NA	NA	NA	NA	5	6	5	5	6	4	NA	NA	NA	4	8	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	4	NA	NA	NA	NA	1	NA	3	NA	NA	3	4	36	3	29.5	2	1	"25,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	" Signage inside airport confusing/small/hard to find gate or airline"
"1,770"	"1,442"	2	3	2	3	3	93	8	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	2	1	1	2	3	6	4	4	3	3	3	3	4	6	4	6	6	4	NA	NA	NA	NA	NA	NA	4	6	4	6	6	4	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	4	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	36	6	59.5	1	NA	""	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,771"	"1,443"	2	3	2	3	3	93	8	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	2	1	1	2	6	6	3	4	5	5	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	6	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	36	4	39.5	2	3	"125,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,772"	"1,444"	2	3	2	3	3	93	8	2	1	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	1	1	2	2	2	6	2	2	4	4	3	6	6	6	6	6	6	6	3	8	NA	NA	NA	NA	NA	4	6	6	6	3	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	4	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	36	4	39.5	2	3	"125,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	" Need restaurants/stores/clubs after security"
"1,773"	"1,445"	2	3	2	3	3	93	8	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	1	2	2	2	5	4	5	NA	4	5	4	4	4	5	4	4	4	4	NA	NA	NA	NA	NA	NA	5	4	4	4	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	NA	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	4	39.5	1	NA	""	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,774"	"1,446"	2	3	2	3	3	93	8	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	1	1	2	4	1	2	4	4	3	3	3	4	6	5	6	6	4	6	NA	NA	NA	NA	NA	5	6	5	6	4	5	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	24	5	3	NA	6	NA	NA	2	NA	NA	NA	NA	2	4	36	2	21	2	1	"25,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	" Need better, more, or more unique restaurants"
"1,775"	"1,447"	2	3	2	3	3	93	8	2	1	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	2	1	1	2	3	6	3	3	3	3	3	3	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	4	6	6	6	6	3	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	36	4	39.5	2	3	"125,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,776"	"1,448"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	2	1	1	2	4	4	4	4	4	4	4	4	6	6	6	6	6	2	95	NA	NA	NA	NA	NA	4	4	4	4	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	3	NA	NA	NA	NA	1	NA	1	NA	NA	3	5	NA	NA	NA	NA	NA	""	1	1	2	"AUCKLAND"	9	0.636476	NA	" Airlines neg comment"
"1,777"	"1,449"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	1	1	1	2	4	5	4	3	5	3	3	3	6	6	4	6	6	5	95	NA	NA	NA	NA	NA	5	6	5	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	2	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	5	49.5	2	4	"175,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	" Airlines neg comment"
"1,778"	"1,450"	2	3	2	3	3	93	8	2	8	NA	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	NA	NA	2	4	4	2	3	4	2	3	NA	3	NA	4	NA	NA	3	77	NA	NA	NA	NA	NA	4	4	4	4	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	36	4	39.5	1	1	"25,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	" Other amenities-clocks, hand sanitizer, strollers, ATM’s, curbside check-in, payphone "
"1,779"	"1,451"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	1	2	2	2	3	3	2	3	3	2	6	1	6	6	6	6	6	2	NA	NA	NA	NA	NA	NA	3	6	6	6	6	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	1	NA	5	NA	NA	2	NA	NA	NA	NA	3	4	2	3	29.5	1	2	"75,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,780"	"1,452"	2	3	2	3	3	93	8	2	3	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	4	1	2	2	3	4.5	2	5	3	3	4	4	NA	5	3	4	4	6	6	6	4	NA	NA	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	11	62	5	49.5	NA	NA	""	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,781"	"1,453"	2	3	2	3	3	93	8	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	1	2	2	2	6	4	5	5	5	4	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	3	4	NA	NA	NA	4	8	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	5	49.5	2	3	"125,000"	1	1	2	"AUCKLAND"	9	0.636476	NA	""
"1,782"	"1,500"	1	2	1	11	2	35	10	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	1	3	4.5	1	5	6	6	5	5	5	6	6	6	6	6	6	6	5	2	95	NA	NA	NA	NA	4	6	6	6	6	6	NA	NA	NA	4	2	10	NA	NA	NA	NA	NA	NA	NA	1	5	11	NA	NA	6	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	2	1	"25,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	" Shops/services too expensive  Airlines neg comment"
"1,783"	"1,501"	1	2	1	11	2	35	10	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	2	1	1	1	1	1	4	5	5	5	5	5	6	6	5	6	5	6	5	5	90	29	NA	NA	NA	NA	4	6	5	5	6	4	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	7	75	2	2	"75,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	" Security/Customs lines/procedures long/inefficient/ineffective  Restrooms-Not enough, not clean, missing amenities, too small, not enough hooks "
"1,784"	"1,502"	1	2	1	11	2	35	10	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	1	2	1	1	1	3	3	3	5	4	4	6	6	4	6	4	6	4	3	50	23	29	NA	NA	NA	3	6	4	4	3	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	4	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	2	NA	""	1	1	3	"NEWARK, NJ"	2	1.013018	NA	" Signage outside airport confusing/hard to get to airport/difficult to find correct terminal  Moving walkways/escalators/elevators not working/not enough/need upgrading   Restrooms-Not enough, not clean, missing amenities, too small, not enough hooks "
"1,785"	"1,503"	1	2	1	11	2	35	10	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	2	1	1	1	2	3	3	3	5	6	6	6	6	4	6	3	6	4	4	11	NA	NA	NA	NA	NA	5	6	5	5	5	5	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	2	3	"125,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	" Shops/Restaurants need to be open more/not clean/not efficient"
"1,786"	"1,504"	1	2	1	11	2	35	10	2	1	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	2	2	1	4	9.5	2	5	3	3	5	5	3	3	4	5	5	4	6	5	4	NA	NA	NA	NA	NA	NA	3	5	5	5	3	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	4	39.5	1	4	"175,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	""
"1,787"	"1,505"	1	2	1	11	2	35	10	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	6	6	3	7	NA	NA	NA	NA	NA	3	6	3	6	3	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	6	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	2	3	"125,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	" Need better, more, or more unique shops"
"1,788"	"1,506"	1	2	1	11	2	35	10	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	NA	NA	1	1	2	2	5	5	5	5	5	5	5	5	5	5	NA	4	4	NA	NA	NA	NA	NA	NA	4	NA	5	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	NA	4	"175,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	""
"1,789"	"1,507"	1	2	1	11	2	35	10	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	1	1	1	1	2	4	4	3	4	4	4	3	3	4	4	5	6	4	4	29	NA	NA	NA	NA	NA	4	4	5	4	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	11	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	1	4	"175,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	" Restrooms-Not enough, not clean, missing amenities, too small, not enough hooks "
"1,790"	"1,508"	1	2	1	11	2	35	10	2	2	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	2	1	1	5	18.5	2	3	3	3	4	3	3	6	6	6	6	6	6	6	4	20	NA	NA	NA	NA	NA	3	6	6	6	6	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	4	39.5	2	4	"175,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	" Airport Layout-Terminals too far away/confusing/too difficult/takes too long to get around airport/no way to get between terminals after getting through security/domestic airlines in international terminal"
"1,791"	"1,509"	1	2	1	11	2	35	10	2	2	3	8	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	2	1	2	2	2	6	4	6	4	4	4	6	6	4	4	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	4	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	2	NA	""	1	1	3	"NEWARK, NJ"	2	1.013018	NA	""
"1,792"	"1,510"	1	2	1	11	2	35	10	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	1	2	2	2	4	3	3	3	4	3	2	2	4	5	5	6	5	4	NA	NA	NA	NA	NA	NA	4	4	4	3	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	11	4	2	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	28	4	39.5	1	4	"175,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	""
"1,793"	"1,511"	1	2	1	11	2	35	10	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	1	1	1	1	2	3	4	3	3	3	4	3	3	3	6	6	6	6	3	NA	NA	NA	NA	NA	NA	3	6	6	6	6	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	3	29.5	2	2	"75,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	""
"1,794"	"1,512"	1	2	1	11	2	35	10	2	1	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	2	5	18.5	2	2	2	2	2	3	3	3	3	3	3	6	4	6	2	NA	NA	NA	NA	NA	NA	2	2	6	6	2	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	11	62	5	49.5	1	4	"175,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	""
"1,795"	"1,513"	1	2	1	11	2	35	10	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	NA	NA	1	1	2	3	2	2	2	2	2	2	2	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	3	3	3	3	3	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	5	NA	3	29.5	1	NA	""	1	1	3	"NEWARK, NJ"	2	1.013018	NA	""
"1,796"	"1,514"	1	2	1	11	2	35	10	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	2	2	1	3	4.5	2	5	3	3	5	5	5	5	5	5	5	5	5	5	4	10	10	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	5	5	NA	NA	NA	NA	1	NA	NA	NA	NA	2	4	62	3	29.5	1	2	"75,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	" Need fast food/chain restaurants  Need fast food/chain restaurants"
"1,797"	"1,515"	1	2	1	11	2	35	10	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	2	2	2	2	NA	4	NA	4	4	4	6	6	5	3	4	6	6	4	NA	NA	NA	NA	NA	NA	3	3	6	6	3	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	62	7	75	2	1	"25,000"	1	1	3	"NEWARK, NJ"	2	1.013018	NA	""
"1,798"	"1,516"	1	1	1	11	2	35	10	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	2	1	1	1	6	6	6	5	6	6	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	6	4	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	3	NA	1	NA	NA	2	NA	NA	NA	NA	3	4	62	6	59.5	2	NA	""	1	1	4	"HOUSTON"	3	1.013018	NA	""
"1,799"	"1,517"	1	1	1	11	2	35	10	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	2	1	2	2	2	1	6	6	6	5	5	5	6	6	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	3	6	6	6	6	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	7	75	1	3	"125,000"	1	1	4	"HOUSTON"	3	1.013018	NA	""
"1,800"	"1,518"	1	1	1	11	2	35	10	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	1	1	1	6	4	5	5	5	4	6	6	5	6	6	6	6	5	52	NA	NA	NA	NA	NA	4	6	6	6	5	5	NA	NA	NA	5	1	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	37	3	29.5	2	NA	""	1	2	4	"HOUSTON"	3	1.013018	NA	" Need bilingual signs/announcements/personnel"
"1,801"	"1,519"	1	1	1	11	2	35	10	2	3	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	1	NA	2	2	2	3	3	4	5	4	3	3	3	NA	NA	5	NA	NA	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	2	NA	""	1	1	4	"HOUSTON"	3	1.013018	NA	""
"1,802"	"1,520"	1	1	1	11	2	35	10	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	4	2	2	1	5	18.5	2	5	5	3	3	3	4	5	4	5	3	5	6	6	5	21	95	NA	NA	NA	NA	4	4	5	6	3	4	NA	NA	NA	5	6	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	7	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	5	49.5	2	4	"175,000"	1	1	4	"HOUSTON"	3	1.013018	NA	" Better services/amenities in other terminals than in this one  Airlines neg comment"
"1,803"	"1,521"	1	1	1	11	2	35	10	2	6	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	2	2	1	1	1	2	3	4	3	4	4	4	3	3	4	4	5	6	4	4	NA	NA	NA	NA	NA	NA	4	6	NA	4	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	""	1	1	4	"HOUSTON"	3	1.013018	NA	""
"1,804"	"1,522"	1	1	1	11	2	35	10	2	1	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	2	2	3	4.5	2	3	4	3	4	3	4	3	3	4	NA	6	6	6	3	NA	NA	NA	NA	NA	NA	3	3	6	6	3	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	3	NA	NA	NA	NA	1	NA	4	NA	NA	1	11	62	7	75	2	4	"175,000"	1	1	4	"HOUSTON"	3	1.013018	NA	""
